FIPS,COUNTY_NAME,VALUE
54001,BARBOUR,15
54003,BERKELEY,86
54011,CABELL,53
54017,DODDRIDGE,108
54019,FAYETTE,44
54025,GREENBRIER,149
54027,HAMPSHIRE,129
54033,HARRISON,139
54035,JACKSON,326
54037,JEFFERSON,8
54049,MARION,47
54051,MARSHALL,44
54053,MASON,37
54055,MERCER,16
54061,MONONGALIA,46
54075,POCAHONTAS,18
54077,PRESTON,172
54087,ROANE,5
54089,SUMMERS,90
54093,TUCKER,42
54095,TYLER,36
54097,UPSHUR,70
54099,WAYNE,63
54103,WETZEL,30
54107,WOOD,55
