FIPS,COUNTY_NAME,VALUE
09001,FAIRFIELD,364
09003,HARTFORD,441
09005,LITCHFIELD,813
09007,MIDDLESEX,76
09009,NEW HAVEN,606
09011,NEW LONDON,293
09013,TOLLAND,590
09015,WINDHAM,111
