FIPS,COUNTY_NAME,VALUE
24001,ALLEGANY,973
24003,ANNE ARUNDEL,2001
24005,BALTIMORE,15891
24009,CALVERT,1556
24011,CAROLINE,2608
24017,CHARLES,13916
24019,DORCHESTER,864
24021,FREDERICK,71018
24023,GARRETT,6505
24025,HARFORD,27363
24027,HOWARD,2197
24029,KENT,753
24031,MONTGOMERY,2211
24033,PRINCE GEORGES,3840
24035,QUEEN ANNES,1621
24037,ST MARYS,7013
24041,TALBOT,1591
24045,WICOMICO,851
24047,WORCESTER,25379
