FIPS,COUNTY_NAME,VALUE
22011,BEAUREGARD,45
22015,BOSSIER,10
22019,CALCASIEU,74
22033,EAST BATON ROUGE,12
22053,JEFFERSON DAVIS,104
22057,LAFOURCHE,6
22063,LIVINGSTON,6
22067,MOREHOUSE,36
22073,OUACHITA,12
22085,SABINE,6
22105,TANGIPAHOA,70
22115,VERNON,73
