FIPS,COUNTY_NAME,VALUE
35001,BERNALILLO,252
35005,CHAVES,39
35006,CIBOLA,52
35009,CURRY,67
35015,EDDY,50
35019,GUADALUPE,12
35031,MCKINLEY,111
35033,MORA,24
35035,OTERO,31
35039,RIO ARRIBA,74
35041,ROOSEVELT,121
35043,SANDOVAL,214
35045,SAN JUAN,217
35047,SAN MIGUEL,126
35049,SANTA FE,260
35051,SIERRA,22
35053,SOCORRO,35
35055,TAOS,40
35057,TORRANCE,44
35061,VALENCIA,123
