FIPS,COUNTY_NAME,VALUE
16001,ADA,6808
16003,ADAMS,6
16005,BANNOCK,54
16011,BINGHAM,12517
16017,BONNER,170
16021,BOUNDARY,91
16025,CAMAS,4
16027,CANYON,20968
16035,CLEARWATER,18
16039,ELMORE,69
16043,FREMONT,19
16045,GEM,134
16047,GOODING,8178
16053,JEROME,48
16055,KOOTENAI,176
16071,ONEIDA,33
16073,OWYHEE,9553
16075,PAYETTE,9901
16079,SHOSHONE,37
16081,TETON,63
16087,WASHINGTON,3829
