FIPS,COUNTY_NAME,VALUE
34001,ATLANTIC,576
34003,BERGEN,320
34005,BURLINGTON,3202
34007,CAMDEN,460
34009,CAPE MAY,175
34011,CUMBERLAND,719
34015,GLOUCESTER,925
34019,HUNTERDON,4140
34021,MERCER,621
34023,MIDDLESEX,543
34025,MONMOUTH,3818
34027,MORRIS,982
34029,OCEAN,696
34031,PASSAIC,240
34033,SALEM,1444
34035,SOMERSET,1055
34037,SUSSEX,1984
34041,WARREN,1239
